Approximation,Model,dataset,Accuracy,Time,Features
CES,Neural network,3droad,99.40758544,2.307918832,3
Cohort,Neural network,3droad,99.24075854,2.307918832,3
DASP,Neural network,3droad,99.99988461,0.2503508416,3
DeepLIFT,Neural network,3droad,98.78416249,0.0009710571983,3
DeepSHAP,Neural network,3droad,99.9984606,0.003286538702,3
Exhaustive,Neural network,3droad,99.99995769,1686.938297,3
IME,Neural network,3droad,99.9000125,0.349272168,3
KernelSHAP,Neural network,3droad,99.99799371,0.06889625896,3
MLE,Neural network,3droad,99.89786497,0.181506594,3
Non-parametric KernelSHAP,Neural network,3droad,97.97002424,0.008391,3
Parametric KernelSHAP,Neural network,3droad,97.97002754,0.008962,3
SGDShapley,Neural network,3droad,99.99799371,0.110584082,3
CES,Neural network,abalone,1.769338145,8.447684174,10
Cohort,Neural network,abalone,1.769338145,8.447684174,10
DASP,Neural network,abalone,99.9689259,0.25542807,10
DeepLIFT,Neural network,abalone,98.36952682,0.002084105355,10
DeepSHAP,Neural network,abalone,99.99689265,0.003387467066,10
Exhaustive,Neural network,abalone,99.76332691,527202.2796,10
IME,Neural network,abalone,99.23240386,0.4035047928,10
KernelSHAP,Neural network,abalone,99.54312315,0.06976284909,10
MLE,Neural network,abalone,98.31332393,0.2082095522,10
Non-parametric KernelSHAP,Neural network,abalone,99.50105978,0.035548,10
Parametric KernelSHAP,Neural network,abalone,99.50106038,0.043606,10
SGDShapley,Neural network,abalone,49.15800039,0.1196524071,10
CES,Neural network,admission,92.24197941,2.823523893,7
Cohort,Neural network,admission,92.22419794,2.823523893,7
DASP,Neural network,admission,97.47595964,0.2586626732,7
DeepLIFT,Neural network,admission,95.30991427,0.0015218533,7
DeepSHAP,Neural network,admission,97.27596106,0.004128330404,7
Exhaustive,Neural network,admission,93.37315159,3090.873772,7
IME,Neural network,admission,93.10619423,0.3897617383,7
KernelSHAP,Neural network,admission,93.37315159,0.07016589714,7
MLE,Neural network,admission,93.34591841,0.2021624435,7
Non-parametric KernelSHAP,Neural network,admission,93.81947741,0.008438,7
Parametric KernelSHAP,Neural network,admission,93.81947743,0.009254,7
SGDShapley,Neural network,admission,93.37315159,0.1155014327,7
CES,Neural network,adult,98.24494103,12.53753119,12
Cohort,Neural network,adult,98.2424941,12.53753119,12
DASP,Neural network,adult,99.8324118,0.2560527657,12
DeepLIFT,Neural network,adult,98.05057905,0.002368388031,12
DeepSHAP,Neural network,adult,99.88323939,0.003561045907,12
Exhaustive,Neural network,adult,99.97067548,3632658.032,12
IME,Neural network,adult,99.79665172,0.4152148095,12
KernelSHAP,Neural network,adult,99.8744343,0.07002708262,12
MLE,Neural network,adult,99.6127013,0.2103791894,12
Non-parametric KernelSHAP,Neural network,adult,99.52532903,0.111433,12
Parametric KernelSHAP,Neural network,adult,99.52532903,0.111433,12
SGDShapley,Neural network,adult,64.77334469,0.1215503888,12
CES,Neural network,advertisements,94.99506059,0.6559333223,4
Cohort,Neural network,advertisements,94.92950606,0.6559333223,4
DASP,Neural network,advertisements,97.40712797,0.2498883876,4
DeepLIFT,Neural network,advertisements,95.32354439,0.001140460824,4
DeepSHAP,Neural network,advertisements,97.20712294,0.008265459176,4
Exhaustive,Neural network,advertisements,97.9738208,132.7577143,4
IME,Neural network,advertisements,97.8603156,0.3089433511,4
KernelSHAP,Neural network,advertisements,97.9738208,0.06885361671,4
MLE,Neural network,advertisements,97.92731532,0.1839940331,4
Non-parametric KernelSHAP,Neural network,advertisements,97.38635902,0.005665,4
Parametric KernelSHAP,Neural network,advertisements,97.3863589,0.008035,4
SGDShapley,Neural network,advertisements,93.3976726,0.1114804492,4
CES,Neural network,advertising,94.94998188,0.8587512175,4
Cohort,Neural network,advertising,94.94299819,0.8587512175,4
DASP,Neural network,advertising,98.92170717,0.2460993564,4
DeepLIFT,Neural network,advertising,97.29480838,0.001168601441,4
DeepSHAP,Neural network,advertising,98.91707577,0.008322379806,4
Exhaustive,Neural network,advertising,97.9738208,167.609395,4
IME,Neural network,advertising,97.88361104,0.3639111844,4
KernelSHAP,Neural network,advertising,97.9738208,0.0692114252,4
MLE,Neural network,advertising,97.83039296,0.1885405598,4
Non-parametric KernelSHAP,Neural network,advertising,97.38635902,0.005083,4
Parametric KernelSHAP,Neural network,advertising,97.3863589,0.005538,4
SGDShapley,Neural network,advertising,93.3976726,0.1086449731,4
CES,Neural network,airfoil,99.58472856,4.127985415,5
Cohort,Neural network,airfoil,99.52847286,4.127985415,5
DASP,Neural network,airfoil,99.87245806,0.2552449674,5
DeepLIFT,Neural network,airfoil,98.22858571,0.001208334981,5
DeepSHAP,Neural network,airfoil,99.72458344,0.003211411563,5
Exhaustive,Neural network,airfoil,99.98052092,1047.121028,5
IME,Neural network,airfoil,99.82177079,0.3501641866,5
KernelSHAP,Neural network,airfoil,99.89110468,0.06612025824,5
MLE,Neural network,airfoil,99.78319742,0.178751749,5
Non-parametric KernelSHAP,Neural network,airfoil,90.38036249,0.008897,5
Parametric KernelSHAP,Neural network,airfoil,90.38036871,0.009485,5
SGDShapley,Neural network,airfoil,99.26741574,0.1059727293,5
CES,Neural network,airfoil-self-noise,99.58670726,2.470938148,5
Cohort,Neural network,airfoil-self-noise,99.58267073,2.470938148,5
DASP,Neural network,airfoil-self-noise,99.68464291,0.2539478851,5
DeepLIFT,Neural network,airfoil-self-noise,98.52838537,0.001500708716,5
DeepSHAP,Neural network,airfoil-self-noise,99.88464636,0.003259351037,5
Exhaustive,Neural network,airfoil-self-noise,99.98052092,999.896301,5
IME,Neural network,airfoil-self-noise,99.80005089,0.3391988147,5
KernelSHAP,Neural network,airfoil-self-noise,99.89110468,0.05947363449,5
MLE,Neural network,airfoil-self-noise,99.79211216,0.1771482251,5
Non-parametric KernelSHAP,Neural network,airfoil-self-noise,90.38036249,0.007618,5
Parametric KernelSHAP,Neural network,airfoil-self-noise,90.38036871,0.009831,5
SGDShapley,Neural network,airfoil-self-noise,99.26741574,0.103633432,5
CES,Neural network,airline-costs,25,0.1607638359,9
Cohort,Neural network,airline-costs,25,0.1607638359,9
DASP,Neural network,airline-costs,69.8126695,0.2429929018,9
DeepLIFT,Neural network,airline-costs,68.01055296,0.001849438463,9
DeepSHAP,Neural network,airline-costs,69.82670972,0.04747409821,9
Exhaustive,Neural network,airline-costs,25,34177.18396,9
IME,Neural network,airline-costs,25,0.4138595104,9
KernelSHAP,Neural network,airline-costs,25,0.0709123373,9
MLE,Neural network,airline-costs,25,0.203145957,9
Non-parametric KernelSHAP,Neural network,airline-costs,25,0.010776,9
Parametric KernelSHAP,Neural network,airline-costs,25,0.013215,9
SGDShapley,Neural network,airline-costs,25,0.1236177683,9
CES,Neural network,airquality,82.30445873,12.46760268,12
Cohort,Neural network,airquality,82.23044587,12.46760268,12
DASP,Neural network,airquality,99.92139799,0.2564366911,12
DeepLIFT,Neural network,airquality,98.38959922,0.002556109884,12
DeepSHAP,Neural network,airquality,99.93397997,0.003540494225,12
Exhaustive,Neural network,airquality,99.97067548,3632658.032,12
IME,Neural network,airquality,99.72387974,0.3853593624,12
KernelSHAP,Neural network,airquality,99.91256273,0.05969872041,12
MLE,Neural network,airquality,99.48660372,0.2001264724,12
Non-parametric KernelSHAP,Neural network,airquality,99.91686658,0.103211,12
Parametric KernelSHAP,Neural network,airquality,99.91686658,0.103211,12
SGDShapley,Neural network,airquality,99.45865845,0.1109353911,12
CES,Neural network,apartments,97.90970785,0.2506655271,3
Cohort,Neural network,apartments,97.29097079,0.2506655271,3
DASP,Neural network,apartments,99.20691895,0.2448277107,3
DeepLIFT,Neural network,apartments,97.62764342,0.00106213643,3
DeepSHAP,Neural network,apartments,99.0691898,0.01966032615,3
Exhaustive,Neural network,apartments,98.03603393,18.67677855,3
IME,Neural network,apartments,97.70563129,0.3563016195,3
KernelSHAP,Neural network,apartments,98.03603393,0.06798160993,3
MLE,Neural network,apartments,97.76860641,0.1791558357,3
Non-parametric KernelSHAP,Neural network,apartments,98.57011814,0.004738,3
Parametric KernelSHAP,Neural network,apartments,98.57011789,0.005126,3
SGDShapley,Neural network,apartments,90.86740983,0.1008836398,3
CES,Neural network,asia_gdp,97.0583143,0.3936020647,10
Cohort,Neural network,asia_gdp,97.02583143,0.3936020647,10
DASP,Neural network,asia_gdp,66.20831582,0.2406088284,10
DeepLIFT,Neural network,asia_gdp,64.18988016,0.00220719065,10
DeepSHAP,Neural network,asia_gdp,66.08315579,0.03508656366,10
Exhaustive,Neural network,asia_gdp,99.76332691,527202.2796,10
IME,Neural network,asia_gdp,96.78233769,0.3561641148,10
KernelSHAP,Neural network,asia_gdp,96.82400292,0.06807148457,10
MLE,Neural network,asia_gdp,96.93378075,0.212447507,10
Non-parametric KernelSHAP,Neural network,asia_gdp,96.87211305,0.01705,10
Parametric KernelSHAP,Neural network,asia_gdp,96.87211236,0.019822,10
SGDShapley,Neural network,asia_gdp,97.91857177,0.1205637796,10
CES,Neural network,auto-mpg,98.86673299,2.538046885,7
Cohort,Neural network,auto-mpg,98.8266733,2.538046885,7
DASP,Neural network,auto-mpg,99.8920597,0.259894261,7
DeepLIFT,Neural network,auto-mpg,97.96396384,0.001515686512,7
DeepSHAP,Neural network,auto-mpg,99.88920582,0.004965776664,7
Exhaustive,Neural network,auto-mpg,99.48194121,5517.625793,7
IME,Neural network,auto-mpg,99.34727679,0.3819933249,7
KernelSHAP,Neural network,auto-mpg,99.48194121,0.05948313016,7
MLE,Neural network,auto-mpg,99.40915517,0.2014902353,7
Non-parametric KernelSHAP,Neural network,auto-mpg,99.15775349,0.006866,7
Parametric KernelSHAP,Neural network,auto-mpg,99.15775307,0.008099,7
SGDShapley,Neural network,auto-mpg,81.71808466,0.1199628408,7
CES,Neural network,autompg,98.87272676,0.6967891622,7
Cohort,Neural network,autompg,98.82727268,0.6967891622,7
DASP,Neural network,autompg,99.92147995,0.2577390451,7
DeepLIFT,Neural network,autompg,98.50956262,0.001440836036,7
DeepSHAP,Neural network,autompg,99.91479905,0.004860571715,7
Exhaustive,Neural network,autompg,99.48194121,12744.99108,7
IME,Neural network,autompg,99.39776436,0.3853248578,7
KernelSHAP,Neural network,autompg,99.48194121,0.0692996722,7
MLE,Neural network,autompg,99.36613702,0.1990763884,7
Non-parametric KernelSHAP,Neural network,autompg,99.15775349,0.00791,7
Parametric KernelSHAP,Neural network,autompg,99.15775307,0.008195,7
SGDShapley,Neural network,autompg,81.71808466,0.1170573491,7
CES,Neural network,bikedaily,99.46928727,2.086309445,11
Cohort,Neural network,bikedaily,99.42692873,2.086309445,11
DASP,Neural network,bikedaily,99.95605641,0.2492786173,11
DeepLIFT,Neural network,bikedaily,98.21168932,0.002169617017,11
DeepSHAP,Neural network,bikedaily,99.96056405,0.003278328368,11
Exhaustive,Neural network,bikedaily,99.95866795,386463.4873,11
IME,Neural network,bikedaily,99.85060876,0.402834511,11
KernelSHAP,Neural network,bikedaily,99.95866795,0.06943443196,11
MLE,Neural network,bikedaily,99.84311371,0.209115521,11
Non-parametric KernelSHAP,Neural network,bikedaily,99.96474584,0.047607,11
Parametric KernelSHAP,Neural network,bikedaily,99.96474587,0.064846,11
SGDShapley,Neural network,bikedaily,99.92385013,0.1155329677,11
CES,Neural network,bikehourly,99.74581418,12.50908846,12
Cohort,Neural network,bikehourly,99.74258142,12.50908846,12
DASP,Neural network,bikehourly,99.65793462,0.2555679473,12
DeepLIFT,Neural network,bikehourly,97.82488561,0.002931563666,12
DeepSHAP,Neural network,bikehourly,99.67934566,0.003431563666,12
Exhaustive,Neural network,bikehourly,99.95798618,3047545.072,12
IME,Neural network,bikehourly,99.81960855,0.3812650984,12
KernelSHAP,Neural network,bikehourly,99.88776269,0.06543433016,12
MLE,Neural network,bikehourly,99.74838795,0.198501066,12
Non-parametric KernelSHAP,Neural network,bikehourly,99.75981596,0.106977,12
Parametric KernelSHAP,Neural network,bikehourly,99.75981596,0.106977,12
SGDShapley,Neural network,bikehourly,95.16422103,0.114121065,12
CES,Neural network,blood,80.83211544,1.720983183,4
Cohort,Neural network,blood,80.83221154,1.720983183,4
DASP,Neural network,blood,98.95656037,0.2573415442,4
DeepLIFT,Neural network,blood,97.82091655,0.0009910500484,4
DeepSHAP,Neural network,blood,98.96560351,0.003533595969,4
Exhaustive,Neural network,blood,99.93100577,28.20331383,4
IME,Neural network,blood,99.8609737,0.2589398579,4
KernelSHAP,Neural network,blood,99.93100577,0.05677692128,4
MLE,Neural network,blood,99.69461485,0.1423143945,4
Non-parametric KernelSHAP,Neural network,blood,98.41662892,0.00785,4
Parametric KernelSHAP,Neural network,blood,98.41663303,0.008128,4
SGDShapley,Neural network,blood,88.75084424,0.110996618,4
CES,Neural network,boston,99.58863552,7.219912834,13
Cohort,Neural network,boston,99.25886355,7.219912834,13
DASP,Neural network,boston,96.45768458,0.2592198592,13
DeepLIFT,Neural network,boston,94.65137347,0.00357675212,13
DeepSHAP,Neural network,boston,96.47684526,0.00407675212,13
Exhaustive,Neural network,boston,99.91245898,3118060.987,13
IME,Neural network,boston,98.25731151,0.3916742616,13
KernelSHAP,Neural network,boston,98.33012881,0.06866232507,13
MLE,Neural network,boston,98.0763571,0.2115675832,13
Non-parametric KernelSHAP,Neural network,boston,97.77701296,0.192938,13
Parametric KernelSHAP,Neural network,boston,97.77701296,0.192938,13
SGDShapley,Neural network,boston,79.60565872,0.1206720746,13
CES,Neural network,brainweight,98.30784415,0.4523345398,3
Cohort,Neural network,brainweight,98.30278442,0.4523345398,3
DASP,Neural network,brainweight,99.85969493,0.2433070442,3
DeepLIFT,Neural network,brainweight,98.82731287,0.00090129466,3
DeepSHAP,Neural network,brainweight,99.89694713,0.006861894946,3
Exhaustive,Neural network,brainweight,98.20649075,30.06845784,3
IME,Neural network,brainweight,98.11864637,0.2913442141,3
KernelSHAP,Neural network,brainweight,98.20649075,0.06889288938,3
MLE,Neural network,brainweight,98.0003242,0.1549926257,3
Non-parametric KernelSHAP,Neural network,brainweight,97.64899247,0.007437,3
Parametric KernelSHAP,Neural network,brainweight,97.64899255,0.009188,3
SGDShapley,Neural network,brainweight,98.20563247,0.1129500956,3
CES,Neural network,californiahousing,99.93123354,7.795960629,8
Cohort,Neural network,californiahousing,99.93122335,7.795960629,8
DASP,Neural network,californiahousing,99.85309847,0.2518545302,8
DeepLIFT,Neural network,californiahousing,97.92086553,0.00164473129,8
DeepSHAP,Neural network,californiahousing,99.83098482,0.003040290601,8
Exhaustive,Neural network,californiahousing,99.9999579,164241.2905,8
IME,Neural network,californiahousing,99.81001949,0.3570714423,8
KernelSHAP,Neural network,californiahousing,99.91486558,0.05987248782,8
MLE,Neural network,californiahousing,99.79448303,0.186509019,8
Non-parametric KernelSHAP,Neural network,californiahousing,99.86065968,0.0138,8
Parametric KernelSHAP,Neural network,californiahousing,99.86066096,0.016272,8
SGDShapley,Neural network,californiahousing,99.94515604,0.11041236,8
CES,Neural network,cancer,99.91992919,7.952756112,9
Cohort,Neural network,cancer,99.92199292,7.952756112,9
DASP,Neural network,cancer,99.45111384,0.2601720242,9
DeepLIFT,Neural network,cancer,98.0878539,0.00178314628,9
DeepSHAP,Neural network,cancer,99.41114118,0.003811705429,9
Exhaustive,Neural network,cancer,99.92659686,91484.35898,9
IME,Neural network,cancer,99.69570701,0.3250644154,9
KernelSHAP,Neural network,cancer,99.92659686,0.06687051955,9
MLE,Neural network,cancer,99.46022203,0.1694676591,9
Non-parametric KernelSHAP,Neural network,cancer,99.88713939,0.017224,9
Parametric KernelSHAP,Neural network,cancer,99.88713903,0.020281,9
SGDShapley,Neural network,cancer,97.43935558,0.1142129645,9
CES,Neural network,casp,98.77731321,7.082113709,9
Cohort,Neural network,casp,98.72773132,7.082113709,9
DASP,Neural network,casp,98.58037697,0.2586961082,9
DeepLIFT,Neural network,casp,97.76843813,0.001776058843,9
DeepSHAP,Neural network,casp,98.80376869,0.003312594963,9
Exhaustive,Neural network,casp,99.9104662,369460.2279,9
IME,Neural network,casp,99.90548224,0.3741378228,9
KernelSHAP,Neural network,casp,99.98652536,0.05820494926,9
MLE,Neural network,casp,99.90413853,0.1903803038,9
Non-parametric KernelSHAP,Neural network,casp,94.67331912,0.021752,9
Parametric KernelSHAP,Neural network,casp,94.67331049,0.036709,9
SGDShapley,Neural network,casp,99.98652536,0.1166542566,9
CES,Neural network,challenger,25,0.0257704556,4
Cohort,Neural network,challenger,25,0.0257704556,4
DASP,Neural network,challenger,93.46599335,0.2503295839,4
DeepLIFT,Neural network,challenger,92.06245482,0.001324350184,4
DeepSHAP,Neural network,challenger,93.46994195,0.06186509132,4
Exhaustive,Neural network,challenger,25,83.215765,4
IME,Neural network,challenger,25,0.3056128025,4
KernelSHAP,Neural network,challenger,25,0.06919914484,4
MLE,Neural network,challenger,25,0.1623111963,4
Non-parametric KernelSHAP,Neural network,challenger,25,0.005587,4
Parametric KernelSHAP,Neural network,challenger,25,0.004822,4
SGDShapley,Neural network,challenger,25,0.1201807559,4
CES,Neural network,chanceadmit,97.07584139,2.568515816,7
Cohort,Neural network,chanceadmit,97.07258414,2.568515816,7
DASP,Neural network,chanceadmit,99.85257372,0.2591337814,7
DeepLIFT,Neural network,chanceadmit,98.24249433,0.001521775939,7
DeepSHAP,Neural network,chanceadmit,99.85273638,0.004876817718,7
Exhaustive,Neural network,chanceadmit,98.28567042,2362.737417,7
IME,Neural network,chanceadmit,98.08057175,0.3826639544,7
KernelSHAP,Neural network,chanceadmit,98.28567042,0.07015090097,7
MLE,Neural network,chanceadmit,98.24911773,0.2004912875,7
Non-parametric KernelSHAP,Neural network,chanceadmit,98.55014829,0.007904,7
Parametric KernelSHAP,Neural network,chanceadmit,98.5501483,0.008499,7
SGDShapley,Neural network,chanceadmit,98.28567042,0.1156619029,7
CES,Neural network,chickweight,99.79685467,0.8920817614,3
Cohort,Neural network,chickweight,99.72968547,0.8920817614,3
DASP,Neural network,chickweight,99.62541012,0.2565414843,3
DeepLIFT,Neural network,chickweight,98.60694755,0.0009019849188,3
DeepSHAP,Neural network,chickweight,99.62410246,0.003644246706,3
Exhaustive,Neural network,chickweight,99.48640004,56.40137815,3
IME,Neural network,chickweight,99.39075693,0.2930076222,3
KernelSHAP,Neural network,chickweight,99.48640004,0.06767598871,3
MLE,Neural network,chickweight,99.36019535,0.1329801182,3
Non-parametric KernelSHAP,Neural network,chickweight,99.40789604,0.00672,3
Parametric KernelSHAP,Neural network,chickweight,99.4078961,0.006985,3
SGDShapley,Neural network,chickweight,99.72748604,0.1123978792,3
CES,Neural network,cms,98.91497793,7.831970069,8
Cohort,Neural network,cms,98.91249779,7.831970069,8
DASP,Neural network,cms,99.95586766,0.2556348801,8
DeepLIFT,Neural network,cms,98.74393454,0.001631960724,8
DeepSHAP,Neural network,cms,99.9586767,0.003034155297,8
Exhaustive,Neural network,cms,99.89842488,23480.86135,8
IME,Neural network,cms,99.50436436,0.3856557254,8
KernelSHAP,Neural network,cms,99.62070837,0.06008630594,8
MLE,Neural network,cms,99.478771,0.1782562321,8
Non-parametric KernelSHAP,Neural network,cms,99.55423341,0.014685,8
Parametric KernelSHAP,Neural network,cms,99.55423241,0.017847,8
SGDShapley,Neural network,cms,51.00887016,0.1167377414,8
CES,Neural network,computer,97.26954623,0.8304980389,7
Cohort,Neural network,computer,97.22695462,0.8304980389,7
DASP,Neural network,computer,98.46751885,0.2436406301,7
DeepLIFT,Neural network,computer,97.45910346,0.00157595909,7
DeepSHAP,Neural network,computer,98.46718728,0.0077977837,7
Exhaustive,Neural network,computer,99.29481939,11330.45416,7
IME,Neural network,computer,99.25564183,0.3257264573,7
KernelSHAP,Neural network,computer,99.29481939,0.06919223329,7
MLE,Neural network,computer,99.08772945,0.1748541507,7
Non-parametric KernelSHAP,Neural network,computer,98.62390897,0.007313,7
Parametric KernelSHAP,Neural network,computer,98.62391166,0.010278,7
SGDShapley,Neural network,computer,98.4675563,0.1168723625,7
CES,Neural network,concrete,98.91352343,7.829243779,8
Cohort,Neural network,concrete,98.91235234,7.829243779,8
DASP,Neural network,concrete,99.92546858,0.2555681062,8
DeepLIFT,Neural network,concrete,98.32123577,0.001619326262,8
DeepSHAP,Neural network,concrete,99.92468551,0.003100981134,8
Exhaustive,Neural network,concrete,99.89842488,23121.8107,8
IME,Neural network,concrete,99.48196038,0.353766635,8
KernelSHAP,Neural network,concrete,99.62070837,0.06482761051,8
MLE,Neural network,concrete,99.47542447,0.1879119375,8
Non-parametric KernelSHAP,Neural network,concrete,99.55423341,0.013037,8
Parametric KernelSHAP,Neural network,concrete,99.55423241,0.016515,8
SGDShapley,Neural network,concrete,51.00887016,0.1092239561,8
CES,Neural network,const-maint,99.10265259,0.08880725774,4
Cohort,Neural network,const-maint,99.10262526,0.08880725774,4
DASP,Neural network,const-maint,99.75486378,0.2503662326,4
DeepLIFT,Neural network,const-maint,98.39797595,0.001097944048,4
DeepSHAP,Neural network,const-maint,99.74863968,0.04532309012,4
Exhaustive,Neural network,const-maint,99.21898758,117.5059986,4
IME,Neural network,const-maint,99.11487898,0.3674921989,4
KernelSHAP,Neural network,const-maint,99.21898758,0.06689600511,4
MLE,Neural network,const-maint,99.10020995,0.1913137002,4
Non-parametric KernelSHAP,Neural network,const-maint,99.9999977,0.02119,4
Parametric KernelSHAP,Neural network,const-maint,99.9999977,0.00521,4
SGDShapley,Neural network,const-maint,99.14023315,0.0969387618,4
CES,Neural network,country-data,99.66807484,1.481678784,9
Cohort,Neural network,country-data,99.66280748,1.481678784,9
DASP,Neural network,country-data,98.86258747,0.2458099255,9
DeepLIFT,Neural network,country-data,97.32552927,0.001881030112,9
DeepSHAP,Neural network,country-data,98.86287351,0.009479284286,9
Exhaustive,Neural network,country-data,99.9104662,369460.2279,9
IME,Neural network,country-data,99.24789129,0.4044038483,9
KernelSHAP,Neural network,country-data,99.44265424,0.06713996189,9
MLE,Neural network,country-data,99.35944374,0.2065210683,9
Non-parametric KernelSHAP,Neural network,country-data,99.52630699,0.011415,9
Parametric KernelSHAP,Neural network,country-data,99.5263086,0.017687,9
SGDShapley,Neural network,country-data,96.90694479,0.1183345446,9
CES,Neural network,crab,98.5344357,8.543349426,8
Cohort,Neural network,crab,98.25344357,8.543349426,8
DASP,Neural network,crab,99.10945325,0.2549159072,8
DeepLIFT,Neural network,crab,97.19173661,0.001634125634,8
DeepSHAP,Neural network,crab,99.10943213,0.003399063602,8
Exhaustive,Neural network,crab,99.9217702,60399.25401,8
IME,Neural network,crab,98.47605189,0.3469872879,8
KernelSHAP,Neural network,crab,98.61515222,0.06428562367,8
MLE,Neural network,crab,98.44285475,0.1834532355,8
Non-parametric KernelSHAP,Neural network,crab,98.66192179,0.015187,8
Parametric KernelSHAP,Neural network,crab,98.66192158,0.01639,8
SGDShapley,Neural network,crab,99.6509745,0.1039495974,8
CES,Neural network,cust,99.99713277,8.208586109,8
Cohort,Neural network,cust,99.99271328,8.208586109,8
DASP,Neural network,cust,99.75892562,0.2612310644,8
DeepLIFT,Neural network,cust,98.4379149,0.001625328552,8
DeepSHAP,Neural network,cust,99.78925696,0.003471013066,8
Exhaustive,Neural network,cust,99.95935146,22349.11304,8
IME,Neural network,cust,99.87069294,0.3488645325,8
KernelSHAP,Neural network,cust,99.95935146,0.06415908447,8
MLE,Neural network,cust,99.87065196,0.1736769897,8
Non-parametric KernelSHAP,Neural network,cust,99.88692591,0.01428,8
Parametric KernelSHAP,Neural network,cust,99.8869258,0.015155,8
SGDShapley,Neural network,cust,97.60696926,0.1045956162,8
CES,Neural network,diabetes,99.9815945,6.465423894,8
Cohort,Neural network,diabetes,99.98125945,6.465423894,8
DASP,Neural network,diabetes,99.98759617,0.2560978799,8
DeepLIFT,Neural network,diabetes,98.62480271,0.001661031265,8
DeepSHAP,Neural network,diabetes,99.98796165,0.00334600764,8
Exhaustive,Neural network,diabetes,99.88434768,21692.54237,8
IME,Neural network,diabetes,99.7384553,0.3615694497,8
KernelSHAP,Neural network,diabetes,99.88434768,0.06611999189,8
MLE,Neural network,diabetes,99.69568836,0.1873855516,8
Non-parametric KernelSHAP,Neural network,diabetes,99.90447342,0.013035,8
Parametric KernelSHAP,Neural network,diabetes,99.90447326,0.01641,8
SGDShapley,Neural network,diabetes,62.92174455,0.1106934407,8
CES,Neural network,diamond,99.1454102,2.832183318,7
Cohort,Neural network,diamond,99.14254102,2.832183318,7
DASP,Neural network,diamond,99.69545961,0.2542014808,7
DeepLIFT,Neural network,diamond,97.93733183,0.001517749555,7
DeepSHAP,Neural network,diamond,99.69549599,0.003158273119,7
Exhaustive,Neural network,diamond,99.9990796,25130.38173,7
